Protocol,Info,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,label
Modbus/TCP,"Response: Trans:  1209; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,b9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1210; Unit:   1, Func:   4: Read Input Registers",4,ba,0,0,0,6,1,4,4,9b,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1210; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ba,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1211; Unit:   1, Func:   4: Read Input Registers",4,bb,0,0,0,6,1,4,4,9c,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1211; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,bb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1212; Unit:   1, Func:   4: Read Input Registers",4,bc,0,0,0,6,1,4,4,9d,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1212; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,bc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1213; Unit:   1, Func:   4: Read Input Registers",4,bd,0,0,0,6,1,4,4,9e,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1213; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,bd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1214; Unit:   1, Func:   4: Read Input Registers",4,be,0,0,0,6,1,4,4,9f,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1214; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,be,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1215; Unit:   1, Func:   4: Read Input Registers",4,bf,0,0,0,6,1,4,4,a0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1215; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,bf,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1216; Unit:   1, Func:   4: Read Input Registers",4,c0,0,0,0,6,1,4,4,a1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1216; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1217; Unit:   1, Func:   4: Read Input Registers",4,c1,0,0,0,6,1,4,4,a2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1217; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1218; Unit:   1, Func:   4: Read Input Registers",4,c2,0,0,0,6,1,4,4,a3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1218; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1219; Unit:   1, Func:   4: Read Input Registers",4,c3,0,0,0,6,1,4,4,a4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1219; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1220; Unit:   1, Func:   4: Read Input Registers",4,c4,0,0,0,6,1,4,4,a5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1220; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1221; Unit:   1, Func:   4: Read Input Registers",4,c5,0,0,0,6,1,4,4,a6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1221; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1222; Unit:   1, Func:   4: Read Input Registers",4,c6,0,0,0,6,1,4,4,a7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1222; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1223; Unit:   1, Func:   4: Read Input Registers",4,c7,0,0,0,6,1,4,4,a8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1223; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1224; Unit:   1, Func:   4: Read Input Registers",4,c8,0,0,0,6,1,4,4,a9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1224; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1225; Unit:   1, Func:   4: Read Input Registers",4,c9,0,0,0,6,1,4,4,aa,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1225; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,c9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1226; Unit:   1, Func:   4: Read Input Registers",4,ca,0,0,0,6,1,4,4,ab,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1226; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ca,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1227; Unit:   1, Func:   4: Read Input Registers",4,cb,0,0,0,6,1,4,4,ac,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1227; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,cb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1228; Unit:   1, Func:   4: Read Input Registers",4,cc,0,0,0,6,1,4,4,ad,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1228; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,cc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1229; Unit:   1, Func:   4: Read Input Registers",4,cd,0,0,0,6,1,4,4,ae,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1229; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,cd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1230; Unit:   1, Func:   4: Read Input Registers",4,ce,0,0,0,6,1,4,4,af,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1230; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ce,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1231; Unit:   1, Func:   4: Read Input Registers",4,cf,0,0,0,6,1,4,4,b0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1231; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,cf,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1232; Unit:   1, Func:   4: Read Input Registers",4,d0,0,0,0,6,1,4,4,b1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1232; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1233; Unit:   1, Func:   4: Read Input Registers",4,d1,0,0,0,6,1,4,4,b2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1233; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  2495; Unit:   1, Func:   3: Read Holding Registers",9,bf,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2495; Unit:   1, Func:   3: Read Holding Registers",9,bf,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2498; Unit:   1, Func:   3: Read Holding Registers",9,c2,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2498; Unit:   1, Func:   3: Read Holding Registers",9,c2,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2467; Unit:   1, Func:   3: Read Holding Registers",9,a3,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2467; Unit:   1, Func:   3: Read Holding Registers",9,a3,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2494; Unit:   1, Func:   3: Read Holding Registers",9,be,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2494; Unit:   1, Func:   3: Read Holding Registers",9,be,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2481; Unit:   1, Func:   3: Read Holding Registers",9,b1,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2481; Unit:   1, Func:   3: Read Holding Registers",9,b1,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2496; Unit:   1, Func:   2: Read Discrete Inputs",9,c0,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2496; Unit:   1, Func:   2: Read Discrete Inputs",9,c0,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2499; Unit:   1, Func:   2: Read Discrete Inputs",9,c3,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2499; Unit:   1, Func:   2: Read Discrete Inputs",9,c3,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2468; Unit:   1, Func:   2: Read Discrete Inputs",9,a4,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2468; Unit:   1, Func:   2: Read Discrete Inputs",9,a4,0,0,0,4,1,2,1,0c,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2495; Unit:   1, Func:   2: Read Discrete Inputs",9,bf,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2495; Unit:   1, Func:   2: Read Discrete Inputs",9,bf,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2482; Unit:   1, Func:   2: Read Discrete Inputs",9,b2,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"   Query: Trans:  2449; Unit:   1, Func:   3: Read Holding Registers",9,91,0,0,0,6,1,3,0,8,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2482; Unit:   1, Func:   2: Read Discrete Inputs",9,b2,0,0,0,4,1,2,1,8,,,,,,,,0
Modbus/TCP,"Response: Trans:  2449; Unit:   1, Func:   3: Read Holding Registers",9,91,0,0,0,0b,1,3,8,0,0,0,0,0,0,0,0,0
Modbus/TCP,"   Query: Trans:  2497; Unit:   1, Func:   1: Read Coils",9,c1,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2497; Unit:   1, Func:   1: Read Coils",9,c1,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2500; Unit:   1, Func:   1: Read Coils",9,c4,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2500; Unit:   1, Func:   1: Read Coils",9,c4,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2469; Unit:   1, Func:   1: Read Coils",9,a5,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2469; Unit:   1, Func:   1: Read Coils",9,a5,0,0,0,4,1,1,1,0c,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2496; Unit:   1, Func:   1: Read Coils",9,c0,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2496; Unit:   1, Func:   1: Read Coils",9,c0,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2483; Unit:   1, Func:   1: Read Coils",9,b3,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2483; Unit:   1, Func:   1: Read Coils",9,b3,0,0,0,4,1,1,1,8,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2450; Unit:   1, Func:   2: Read Discrete Inputs",9,92,0,0,0,6,1,2,0,4,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2450; Unit:   1, Func:   2: Read Discrete Inputs",9,92,0,0,0,4,1,2,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  2451; Unit:   1, Func:   1: Read Coils",9,93,0,0,0,6,1,1,0,0,0,4,,,,,,0
Modbus/TCP,"Response: Trans:  2451; Unit:   1, Func:   1: Read Coils",9,93,0,0,0,4,1,1,1,0,,,,,,,,0
Modbus/TCP,"   Query: Trans:  1234; Unit:   1, Func:   4: Read Input Registers",4,d2,0,0,0,6,1,4,4,b3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1234; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1235; Unit:   1, Func:   4: Read Input Registers",4,d3,0,0,0,6,1,4,4,b4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1235; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1236; Unit:   1, Func:   4: Read Input Registers",4,d4,0,0,0,6,1,4,4,b5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1236; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1237; Unit:   1, Func:   4: Read Input Registers",4,d5,0,0,0,6,1,4,4,b6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1237; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1238; Unit:   1, Func:   4: Read Input Registers",4,d6,0,0,0,6,1,4,4,b7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1238; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1239; Unit:   1, Func:   4: Read Input Registers",4,d7,0,0,0,6,1,4,4,b8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1239; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1240; Unit:   1, Func:   4: Read Input Registers",4,d8,0,0,0,6,1,4,4,b9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1240; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1241; Unit:   1, Func:   4: Read Input Registers",4,d9,0,0,0,6,1,4,4,ba,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1241; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,d9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1242; Unit:   1, Func:   4: Read Input Registers",4,da,0,0,0,6,1,4,4,bb,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1242; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,da,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1243; Unit:   1, Func:   4: Read Input Registers",4,db,0,0,0,6,1,4,4,bc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1243; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,db,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1244; Unit:   1, Func:   4: Read Input Registers",4,dc,0,0,0,6,1,4,4,bd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1244; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,dc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1245; Unit:   1, Func:   4: Read Input Registers",4,dd,0,0,0,6,1,4,4,be,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1245; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,dd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1246; Unit:   1, Func:   4: Read Input Registers",4,de,0,0,0,6,1,4,4,bf,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1246; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,de,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1247; Unit:   1, Func:   4: Read Input Registers",4,df,0,0,0,6,1,4,4,c0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1247; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,df,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1248; Unit:   1, Func:   4: Read Input Registers",4,e0,0,0,0,6,1,4,4,c1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1248; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1249; Unit:   1, Func:   4: Read Input Registers",4,e1,0,0,0,6,1,4,4,c2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1249; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1250; Unit:   1, Func:   4: Read Input Registers",4,e2,0,0,0,6,1,4,4,c3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1250; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1251; Unit:   1, Func:   4: Read Input Registers",4,e3,0,0,0,6,1,4,4,c4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1251; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1252; Unit:   1, Func:   4: Read Input Registers",4,e4,0,0,0,6,1,4,4,c5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1252; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1253; Unit:   1, Func:   4: Read Input Registers",4,e5,0,0,0,6,1,4,4,c6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1253; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1254; Unit:   1, Func:   4: Read Input Registers",4,e6,0,0,0,6,1,4,4,c7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1254; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1255; Unit:   1, Func:   4: Read Input Registers",4,e7,0,0,0,6,1,4,4,c8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1255; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1256; Unit:   1, Func:   4: Read Input Registers",4,e8,0,0,0,6,1,4,4,c9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1256; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1257; Unit:   1, Func:   4: Read Input Registers",4,e9,0,0,0,6,1,4,4,ca,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1257; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,e9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1258; Unit:   1, Func:   4: Read Input Registers",4,ea,0,0,0,6,1,4,4,cb,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1258; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ea,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1259; Unit:   1, Func:   4: Read Input Registers",4,eb,0,0,0,6,1,4,4,cc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1259; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,eb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1260; Unit:   1, Func:   4: Read Input Registers",4,ec,0,0,0,6,1,4,4,cd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1260; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ec,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1261; Unit:   1, Func:   4: Read Input Registers",4,ed,0,0,0,6,1,4,4,ce,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1261; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ed,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1262; Unit:   1, Func:   4: Read Input Registers",4,ee,0,0,0,6,1,4,4,cf,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1262; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ee,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1263; Unit:   1, Func:   4: Read Input Registers",4,ef,0,0,0,6,1,4,4,d0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1263; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ef,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1264; Unit:   1, Func:   4: Read Input Registers",4,f0,0,0,0,6,1,4,4,d1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1264; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1265; Unit:   1, Func:   4: Read Input Registers",4,f1,0,0,0,6,1,4,4,d2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1265; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1266; Unit:   1, Func:   4: Read Input Registers",4,f2,0,0,0,6,1,4,4,d3,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1266; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f2,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1267; Unit:   1, Func:   4: Read Input Registers",4,f3,0,0,0,6,1,4,4,d4,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1267; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f3,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1268; Unit:   1, Func:   4: Read Input Registers",4,f4,0,0,0,6,1,4,4,d5,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1268; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f4,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1269; Unit:   1, Func:   4: Read Input Registers",4,f5,0,0,0,6,1,4,4,d6,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1269; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f5,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1270; Unit:   1, Func:   4: Read Input Registers",4,f6,0,0,0,6,1,4,4,d7,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1270; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f6,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1271; Unit:   1, Func:   4: Read Input Registers",4,f7,0,0,0,6,1,4,4,d8,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1271; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f7,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1272; Unit:   1, Func:   4: Read Input Registers",4,f8,0,0,0,6,1,4,4,d9,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1272; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f8,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1273; Unit:   1, Func:   4: Read Input Registers",4,f9,0,0,0,6,1,4,4,da,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1273; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,f9,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1274; Unit:   1, Func:   4: Read Input Registers",4,fa,0,0,0,6,1,4,4,db,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1274; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,fa,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1275; Unit:   1, Func:   4: Read Input Registers",4,fb,0,0,0,6,1,4,4,dc,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1275; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,fb,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1276; Unit:   1, Func:   4: Read Input Registers",4,fc,0,0,0,6,1,4,4,dd,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1276; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,fc,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1277; Unit:   1, Func:   4: Read Input Registers",4,fd,0,0,0,6,1,4,4,de,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1277; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,fd,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1278; Unit:   1, Func:   4: Read Input Registers",4,fe,0,0,0,6,1,4,4,df,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1278; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,fe,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1279; Unit:   1, Func:   4: Read Input Registers",4,ff,0,0,0,6,1,4,4,e0,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1279; Unit:   1, Func:   4: Read Input Registers. Exception returned ",4,ff,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1280; Unit:   1, Func:   4: Read Input Registers",5,0,0,0,0,6,1,4,4,e1,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1280; Unit:   1, Func:   4: Read Input Registers. Exception returned ",5,0,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1281; Unit:   1, Func:   4: Read Input Registers",5,1,0,0,0,6,1,4,4,e2,0,1,,,,,,1
Modbus/TCP,"Response: Trans:  1281; Unit:   1, Func:   4: Read Input Registers. Exception returned ",5,1,0,0,0,3,1,84,2,,,,,,,,,1
Modbus/TCP,"   Query: Trans:  1282; Unit:   1, Func:   4: Read Input Registers",5,2,0,0,0,6,1,4,4,e3,0,1,,,,,,1
